,pair,country_code_alpha2_A,country_code_alpha2_B,Censored_Category_Similarity,Blocking_Proportion_Similarity,Overall_Similarity,country_code_alpha3_A,country_code_alpha3_B
1060,"('PT', 'BR')",PT,BR,0.9582075277496266,0.9817499557269728,0.9699787417382997,PRT,BRA
197,"('CA', 'CZ')",CA,CZ,0.9422774215667999,0.997480380126346,0.9698789008465729,CAN,CZE
333,"('CZ', 'PL')",CZ,PL,0.9442294311922468,0.9953208035967644,0.9697751173945056,CZE,POL
285,"('CO', 'DZ')",CO,DZ,0.947325142263878,0.9918799867295744,0.9696025644967262,COL,DZA
606,"('IS', 'GR')",IS,GR,0.9439244174070888,0.9952277020388343,0.9695760597229615,ISL,GRC
275,"('CO', 'BE')",CO,BE,0.9475401567499411,0.9915060685234209,0.969523112636681,COL,BEL
329,"('CZ', 'DZ')",CZ,DZ,0.9413618840354072,0.9973804640348919,0.9693711740351496,CZE,DZA
403,"('FI', 'DZ')",FI,DZ,0.9408013005622322,0.9979027457367894,0.9693520231495107,FIN,DZA
418,"('FR', 'BR')",FR,BR,0.9579481081744178,0.980555670273321,0.9692518892238694,FRA,BRA
1091,"('RO', 'IS')",RO,IS,0.9517025880563245,0.9860782673779467,0.9688904277171355,ROU,ISL
953,"('NL', 'ZA')",NL,ZA,0.9388830250185298,0.9986115594739473,0.9687472922462386,NLD,ZAF
1026,"('PE', 'GR')",PE,GR,0.9458784529041397,0.9914041091683482,0.9686412810362439,PER,GRC
1052,"('PL', 'BR')",PL,BR,0.9591386617836493,0.9780132303187345,0.9685759460511919,POL,BRA
223,"('CL', 'FI')",CL,FI,0.958557233871603,0.9782721303901479,0.9684146821308754,CHL,FIN
1250,"('SK', 'PT')",SK,PT,0.9378449626176051,0.9987676937036569,0.968306328160631,SVK,PRT
1466,"('ZA', 'IL')",ZA,IL,0.9371558448956513,0.9994093750317048,0.9682826099636781,ZAF,ISR
408,"('FI', 'MY')",FI,MY,0.9400767440912411,0.9959547860135441,0.9680157650523926,FIN,MYS
899,"('MY', 'IL')",MY,IL,0.9400583967529728,0.9953205174027543,0.9676894570778636,MYS,ISR
1023,"('PE', 'DZ')",PE,DZ,0.9428108326825737,0.9923420119567051,0.9675764223196395,PER,DZA
970,"('NO', 'PT')",NO,PT,0.9369023869528945,0.9980767307888939,0.9674895588708943,NOR,PRT
1015,"('PE', 'BE')",PE,BE,0.9426843241769209,0.9919680937505526,0.9673262089637368,PER,BEL
803,"('LU', 'BR')",LU,BR,0.9543356327427869,0.9801394285591657,0.9672375306509763,LUX,BRA
1050,"('PE', 'ZA')",PE,ZA,0.9410602887916244,0.9932143726408317,0.9671373307162281,PER,ZAF
324,"('CO', 'ZA')",CO,ZA,0.941249525544164,0.9927523474137011,0.9670009364789325,COL,ZAF
423,"('FR', 'CZ')",FR,CZ,0.9350171346675189,0.9978632435513498,0.9664401891094343,FRA,CZE
196,"('CA', 'CR')",CA,CR,0.93354943731913,0.9991096077970798,0.9663295225581049,CAN,CRI
674,"('KE', 'FI')",KE,FI,0.9455207180184029,0.9869951352631847,0.9662579266407938,KEN,FIN
339,"('DK', 'CR')",DK,CR,0.9325867194718839,0.9994929321713703,0.9660398258216271,DNK,CRI
874,"('MX', 'MY')",MX,MY,0.9370558686463124,0.9946568731443595,0.9658563708953359,MEX,MYS
1397,"('US', 'ZA')",US,ZA,0.9350214501643695,0.9966786614393404,0.965850055801855,USA,ZAF
935,"('NL', 'MY')",NL,MY,0.9346827293440572,0.9961183329605118,0.9654005311522844,NLD,MYS
287,"('CO', 'FI')",CO,FI,0.9362409042037326,0.9939777019420717,0.9651093030729021,COL,FIN
661,"('JP', 'ZA')",JP,ZA,0.9337743355192679,0.9954551286939272,0.9646147321065975,JPN,ZAF
426,"('FR', 'FI')",FR,FI,0.9306004006517907,0.9983855252532473,0.964492962952519,FRA,FIN
396,"('ES', 'ZA')",ES,ZA,0.9289774869077414,0.9987278737646458,0.9638526803361935,ESP,ZAF
1465,"('ZA', 'HU')",ZA,HU,0.9338097663376681,0.9938222272439551,0.9638159967908115,ZAF,HUN
397,"('FI', 'AT')",FI,AT,0.9274077956727947,0.9999578164420646,0.9636828060574296,FIN,AUT
1172,"('SE', 'CR')",SE,CR,0.9277433525268567,0.9991744664862369,0.9634589095065468,SWE,CRI
1024,"('PE', 'FI')",PE,FI,0.9319498060621495,0.9944397271692024,0.9631947666156759,PER,FIN
227,"('CL', 'IS')",CL,IS,0.9461062311537988,0.980009271299746,0.9630577512267724,CHL,ISL
1479,"('ZA', 'SC')",ZA,SC,0.9299779914328355,0.9961285728700244,0.9630532821514299,ZAF,SYC
1061,"('PT', 'CR')",PT,CR,0.9265358984310849,0.9993141652228367,0.9629250318269608,PRT,CRI
516,"('HU', 'MY')",HU,MY,0.9265327028003663,0.9990932567080693,0.9628129797542178,HUN,MYS
350,"('DZ', 'BR')",DZ,BR,0.9455172518327591,0.9800728907568631,0.9627950712948111,DZA,BRA
703,"('KE', 'ZA')",KE,ZA,0.9392646641457152,0.985769780734813,0.962517222440264,KEN,ZAF
1053,"('PL', 'CR')",PL,CR,0.9275637151286419,0.9969500312674983,0.9622568731980701,POL,CRI
1191,"('SE', 'PT')",SE,PT,0.92601299532611,0.9984881707597881,0.9622505830429491,SWE,PRT
1064,"('PT', 'DZ')",PT,DZ,0.92608970782902,0.9983233959791769,0.9622065519040984,PRT,DZA
140,"('BR', 'GR')",BR,GR,0.9445748103491688,0.9791349879685061,0.9618548991588374,BRA,GRC
73,"('BE', 'BR')",BE,BR,0.9439756309583289,0.9796989725507095,0.9618373017545192,BEL,BRA
200,"('CA', 'FI')",CA,FI,0.9255411734873432,0.9980026618282435,0.9617719176577934,CAN,FIN
959,"('NO', 'CR')",NO,CR,0.9247521988375687,0.9987630265153439,0.9617576126764562,NOR,CRI
412,"('FI', 'SC')",FI,SC,0.9260677618733574,0.9973539273983961,0.9617108446358767,FIN,SYC
999,"('NZ', 'MY')",NZ,MY,0.9272418440532195,0.996164323945132,0.9617030839991758,NZL,MYS
1453,"('ZA', 'AT')",ZA,AT,0.9246362210551222,0.9987324619136929,0.9616843414844076,ZAF,AUT
819,"('LU', 'PT')",LU,PT,0.9247502580649041,0.9983899337814794,0.9615700959231918,LUX,PRT
667,"('KE', 'CL')",KE,CL,0.9315464933950568,0.9912774560762508,0.9614119747356538,KEN,CHL
75,"('BE', 'CZ')",BE,CZ,0.9250486296129852,0.9970065458287383,0.9610275877208617,BEL,CZE
1068,"('PT', 'PL')",PT,PL,0.9250187000387884,0.9962637355410494,0.9606412177899188,PRT,POL
982,"('NZ', 'CL')",NZ,CL,0.9427376755276884,0.9784816683217358,0.9606096719247121,NZL,CHL
896,"('MY', 'DK')",MY,DK,0.9266587896148176,0.9943403112667915,0.9604995504408045,MYS,DNK
220,"('CL', 'CZ')",CL,CZ,0.9418853376157417,0.9787944120920454,0.9603398748538936,CHL,CZE
857,"('MX', 'CL')",MX,CL,0.9328949437403131,0.9876613931308175,0.9602781684355652,MEX,CHL
1127,"('RS', 'MY')",RS,MY,0.9206135142560065,0.9998079614612035,0.960210737858605,SRB,MYS
781,"('LT', 'MY')",LT,MY,0.9248490164219946,0.995391234577882,0.9601201254999383,LTU,MYS
361,"('ES', 'CL')",ES,CL,0.9418848460233641,0.9783193630464181,0.9601021045348911,ESP,CHL
409,"('FI', 'PL')",FI,PL,0.9243444347069202,0.995843085298662,0.960093760002791,FIN,POL
546,"('ID', 'LI')",ID,LI,0.9272957738021771,0.9927090582839568,0.9600024160430669,IDN,LIE
379,"('ES', 'MY')",ES,MY,0.923952444659434,0.9960020186698133,0.9599772316646237,ESP,MYS
216,"('CL', 'BR')",CL,BR,0.9238234610208311,0.9961019853700752,0.9599627231954532,CHL,BRA
502,"('HU', 'CL')",HU,CL,0.9366567792248268,0.9832250095671077,0.9599408943959673,HUN,CHL
234,"('CL', 'PT')",CL,PT,0.9419878315109974,0.9778514801477604,0.9599196558293789,CHL,PRT
399,"('FI', 'BR')",FI,BR,0.9374451173805244,0.9821706059693603,0.9598078616749424,FIN,BRA
330,"('CZ', 'GR')",CZ,GR,0.9226531833384377,0.996442561246535,0.9595478722924864,CZE,GRC
422,"('FR', 'CR')",FR,CR,0.9193950888711079,0.9994924712220836,0.9594437800465958,FRA,CRI
230,"('CL', 'MD')",CL,MD,0.934943235011038,0.9838011676931325,0.9593722013520853,CHL,MDA
1441,"('VN', 'RS')",VN,RS,0.9308851855128201,0.9876872428222715,0.9592862141675458,VNM,SRB
1080,"('RO', 'CZ')",RO,CZ,0.9336674436158449,0.9848634081702461,0.9592654258930455,ROU,CZE
1239,"('SK', 'FI')",SK,FI,0.9192395208322888,0.9991883439460444,0.9592139323891666,SVK,FIN
1471,"('ZA', 'MD')",ZA,MD,0.9248358793952067,0.9932460691179303,0.9590409742565685,ZAF,MDA
761,"('LT', 'CL')",LT,CL,0.9397903114584744,0.9777085789544857,0.95874944520648,LTU,CHL
1455,"('ZA', 'BR')",ZA,BR,0.9364890254773908,0.9809452514409887,0.9587171384591897,ZAF,BRA
207,"('CA', 'PT')",CA,PT,0.9188960884102176,0.998423312070631,0.9586597002404242,CAN,PRT
552,"('ID', 'PT')",ID,PT,0.924079877403474,0.9928392088359553,0.9584595431197147,IDN,PRT
1129,"('RS', 'PT')",RS,PT,0.9209125454489114,0.9957266352592398,0.9583195903540755,SRB,PRT
1463,"('ZA', 'FI')",ZA,FI,0.917739719030419,0.9987751064209159,0.9582574127256674,ZAF,FIN
1378,"('US', 'MY')",US,MY,0.9182144025910115,0.9980512309951198,0.9581328167930656,USA,MYS
398,"('FI', 'BE')",FI,BE,0.9184352036644832,0.9975288275306358,0.9579820155975595,FIN,BEL
225,"('CL', 'IL')",CL,IL,0.9381145974291057,0.9776378617793591,0.9578762296042325,CHL,ISR
913,"('NL', 'CL')",NL,CL,0.9372239066390733,0.9784356773371166,0.9578297919880949,NLD,CHL
71,"('AU', 'ZA')",AU,ZA,0.9169666795415471,0.9986169529893753,0.9577918162654612,AUS,ZAF
1459,"('ZA', 'CR')",ZA,CR,0.9155719291317591,0.9998820523897523,0.9577269907607557,ZAF,CRI
642,"('JP', 'MY')",JP,MY,0.9150088684222931,0.9992747637405319,0.9571418160814125,JPN,MYS
968,"('NO', 'MY')",NO,MY,0.920063303705531,0.993610405610764,0.9568368546581475,NOR,MYS
1355,"('US', 'CL')",US,CL,0.9332377465296063,0.9803685753717235,0.9568031609506649,USA,CHL
1481,"('ZA', 'SK')",ZA,SK,0.9148589362817485,0.9979629894176727,0.9564109628497106,ZAF,SVK
620,"('JP', 'CL')",JP,CL,0.9308777988700411,0.9815921081171367,0.9562349534935889,JPN,CHL
280,"('CO', 'CL')",CO,CL,0.9281380189246937,0.9842948893973628,0.9562164541610283,COL,CHL
805,"('LU', 'CR')",LU,CR,0.912928466821165,0.9990762295079283,0.9560023481645467,LUX,CRI
1125,"('RS', 'IS')",RS,IS,0.9138144134190078,0.9978844264112243,0.9558494199151161,SRB,ISL
1461,"('ZA', 'DK')",ZA,DK,0.9118869212017059,0.9996113407309045,0.9557491309663052,ZAF,DNK
439,"('FR', 'PT')",FR,PT,0.9123324429630401,0.9988061754956348,0.9555693092293374,FRA,PRT
842,"('MD', 'MY')",MD,MY,0.9119654400484956,0.9985170985820444,0.95524126931527,MDA,MYS
1018,"('PE', 'CL')",PE,CL,0.9264698066062386,0.9838328641702322,0.9551513353882354,PER,CHL
1435,"('VN', 'MY')",VN,MY,0.9217592700123627,0.9878797423103546,0.9548195061613587,VNM,MYS
351,"('DZ', 'CR')",DZ,CR,0.9105055135909759,0.9990096917056268,0.9547576026483013,DZA,CRI
1084,"('RO', 'FI')",RO,FI,0.9243019839092508,0.9843411264683486,0.9543215551887997,ROU,FIN
235,"('CL', 'RS')",CL,RS,0.925923474909835,0.9821253058378083,0.9540243903738217,CHL,SRB
450,"('GR', 'CR')",GR,CR,0.9096317298477672,0.9980717889172688,0.953851759382518,GRC,CRI
1079,"('RO', 'CR')",RO,CR,0.9242189651860832,0.9832341804995112,0.9537265728427972,ROU,CRI
385,"('ES', 'RS')",ES,RS,0.9107044689663234,0.9961945181578964,0.9534494935621098,ESP,SRB
1124,"('RS', 'IL')",RS,IL,0.9102468976080083,0.9955130168908373,0.9528799572494228,SRB,ISR
686,"('KE', 'MY')",KE,MY,0.9142549916532177,0.9910408101989272,0.9526479009260724,KEN,MYS
304,"('CO', 'MY')",CO,MY,0.9071406825224043,0.9980233768778142,0.9525820297001093,COL,MYS
52,"('AU', 'MY')",AU,MY,0.9087846871153388,0.9961129394450849,0.9524488132802118,AUS,MYS
400,"('FI', 'CR')",FI,CR,0.9054120898814961,0.9988935149804492,0.9521528024309727,FIN,CRI
1271,"('TW', 'BR')",TW,BR,0.9097532132364654,0.9940709567377516,0.9519120849871086,TWN,BRA
816,"('LU', 'MY')",LU,MY,0.9094184618512684,0.9939236086033495,0.951671035227309,LUX,MYS
74,"('BE', 'CR')",BE,CR,0.9045280449186474,0.9986357734994732,0.9515819092090603,BEL,CRI
1187,"('SE', 'MY')",SE,MY,0.908819472058835,0.9940218455816582,0.9514206588202465,SWE,MYS
1111,"('RO', 'TW')",RO,TW,0.9105464285791813,0.9919004362387633,0.9512234324089723,ROU,TWN
1035,"('PE', 'MY')",PE,MY,0.9036643102725788,0.9984854021049459,0.9510748561887623,PER,MYS
404,"('FI', 'GR')",FI,GR,0.9045012102175862,0.9969648429484325,0.9507330265830094,FIN,GRC
238,"('CL', 'SC')",CL,SC,0.9203528753710376,0.9809186639410384,0.950635769656038,CHL,SYC
897,"('MY', 'DZ')",MY,DZ,0.9068678958659857,0.9938570708010469,0.9503624833335163,MYS,DZA
29,"('AU', 'CL')",AU,CL,0.9219274277820843,0.9784302838216886,0.9501788558018864,AUS,CHL
180,"('BZ', 'RO')",BZ,RO,0.9095767173439454,0.9894619997248044,0.9495193585343749,BLZ,ROU
1119,"('RS', 'CZ')",RS,CZ,0.9022989675962088,0.9966695672035236,0.9494842673998662,SRB,CZE
157,"('BZ', 'FI')",BZ,FI,0.9250067367619763,0.9738026652438664,0.9494047010029214,BLZ,FIN
83,"('BE', 'PT')",BE,PT,0.9003789883479197,0.9979494777730233,0.9491642330604715,BEL,PRT
905,"('MY', 'SC')",MY,SC,0.899703204679564,0.9986013195644347,0.9491522621219993,MYS,SYC
1282,"('TW', 'MD')",TW,MD,0.9162568475921672,0.9817701390608099,0.9490134933264885,TWN,MDA
520,"('HU', 'RS')",HU,RS,0.8986598833169784,0.9989007572199862,0.9487803202684824,HUN,SRB
156,"('BZ', 'ES')",BZ,ES,0.9234130370758008,0.9738498979001365,0.9486314674879687,BLZ,ESP
1473,"('ZA', 'NO')",ZA,NO,0.8983395261703425,0.9988814350748781,0.9486104806226103,ZAF,NOR
221,"('CL', 'DK')",CL,DK,0.9205489458040338,0.9766576556433952,0.9486033007237145,CHL,DNK
540,"('ID', 'FI')",ID,FI,0.902878516245144,0.9932598590783429,0.9480691876617435,IDN,FIN
1003,"('NZ', 'RS')",NZ,RS,0.8990014738996209,0.9963568234332151,0.947679148666418,NZL,SRB
891,"('MY', 'AT')",MY,AT,0.8992368195670426,0.9959974305207662,0.9476171250439044,MYS,AUT
1102,"('RO', 'PT')",RO,PT,0.9112870119384772,0.983920476225961,0.9476037440822191,ROU,PRT
893,"('MY', 'BR')",MY,BR,0.9086836170980636,0.9862162809051027,0.9474499490015831,MYS,BRA
888,"('MX', 'TW')",MX,TW,0.9087929910756225,0.9856303644984948,0.9472116777870587,MEX,TWN
1247,"('SK', 'MY')",SK,MY,0.8967145417597586,0.9967669030167864,0.9467407223882724,SVK,MYS
1065,"('PT', 'GR')",PT,GR,0.8960321942319059,0.9973854931908199,0.9467088437113629,PRT,GRC
788,"('LT', 'RS')",LT,RS,0.8976709639127399,0.995583734065965,0.9466273489893524,LTU,SRB
144,"('BZ', 'AD')",BZ,AD,0.9166129162506333,0.9765691076584012,0.9465910119545173,BLZ,AND
1474,"('ZA', 'PL')",ZA,PL,0.8952358947078296,0.9970684398270326,0.9461521672674311,ZAF,POL
902,"('MY', 'PL')",MY,PL,0.9003825418101544,0.9917974103629196,0.946089976086537,MYS,POL
185,"('BZ', 'SE')",BZ,SE,0.9201958456161493,0.9718697248119803,0.9460327852140649,BLZ,SWE
393,"('ES', 'TW')",ES,TW,0.9157235541196646,0.9762883344140945,0.9460059442668796,ESP,TWN
942,"('NL', 'RS')",NL,RS,0.8954743583766406,0.9963108324485949,0.9458925954126177,NLD,SRB
436,"('FR', 'MY')",FR,MY,0.896924831858773,0.9943398503175048,0.9456323410881389,FRA,MYS
205,"('CA', 'MY')",CA,MY,0.8970199478655981,0.9939569868925,0.9454884673790491,CAN,MYS
1462,"('ZA', 'DZ')",ZA,DZ,0.8917625751701047,0.99912810026516,0.9454453377176324,ZAF,DZA
214,"('CL', 'AT')",CL,AT,0.9124144460900087,0.978314774897371,0.9453646104936898,CHL,AUT
232,"('CL', 'NO')",CL,NO,0.9143670873529509,0.9759277499873688,0.9451474186701598,CHL,NOR
175,"('BZ', 'NO')",BZ,NO,0.9181645573915254,0.9714582848410872,0.9448114211163063,BLZ,NOR
1457,"('ZA', 'CL')",ZA,CL,0.9122569428723183,0.9770467758617772,0.9446518593670478,ZAF,CHL
537,"('ID', 'CZ')",ID,CZ,0.8951853960579468,0.9937821407802404,0.9444837684190936,IDN,CZE
880,"('MX', 'RS')",MX,RS,0.8945015960836331,0.9944643736562764,0.9444829848699547,MEX,SRB
1201,"('SE', 'ZA')",SE,ZA,0.8893580953869483,0.9992928750457712,0.9443254852163598,SWE,ZAF
170,"('BZ', 'LU')",BZ,LU,0.9167949557339831,0.9717714878336717,0.9442832217838274,BLZ,LUX
846,"('MD', 'RS')",MD,RS,0.8902074080270654,0.9983245990939613,0.9442660035605134,MDA,SRB
562,"('ID', 'ZA')",ID,ZA,0.8962865851597529,0.9920345045499722,0.9441605448548626,IDN,ZAF
171,"('BZ', 'MD')",BZ,MD,0.9089235868773384,0.979331702546852,0.9441276447120952,BLZ,MDA
1456,"('ZA', 'CA')",ZA,CA,0.8888904498201586,0.9992280163566141,0.9440592330883864,ZAF,CAN
658,"('JP', 'TW')",JP,TW,0.9083661247228679,0.9795610794848131,0.9439636021038404,JPN,TWN
231,"('CL', 'MY')",CL,MY,0.9052671379949272,0.9823178053258903,0.9437924716604087,CHL,MYS
1233,"('SK', 'CL')",SK,CL,0.9076664992829487,0.9790842473933912,0.94337537333817,SVK,CHL
553,"('ID', 'RS')",ID,RS,0.8895697618430655,0.9971130345260033,0.9433413981845344,IDN,SRB
1120,"('RS', 'DK')",RS,DK,0.8920456108350265,0.9945328107548734,0.94328921079495,SRB,DNK
700,"('KE', 'TW')",KE,TW,0.8971204112972018,0.9892464274439272,0.9431834193705645,KEN,TWN
219,"('CL', 'CR')",CL,CR,0.9074786302589934,0.9771651844213116,0.9423219073401525,CHL,CRI
1077,"('RO', 'CL')",RO,CL,0.8905873534129795,0.993931464871086,0.9422594091420327,ROU,CHL
181,"('BZ', 'RS')",BZ,RS,0.9066154089918869,0.9776558406915268,0.9421356248417068,BLZ,SRB
1170,"('SE', 'CL')",SE,CL,0.9077430078049641,0.9763391899582619,0.942041098881613,SWE,CHL
971,"('NO', 'RS')",NO,RS,0.8900032538366689,0.9938029050988471,0.941903079467758,NOR,SRB
1470,"('ZA', 'LU')",ZA,LU,0.8842430130237297,0.9991946380674626,0.9417188255455962,ZAF,LUX
1097,"('RO', 'MY')",RO,MY,0.8949800698402218,0.988386801404091,0.9416834356221564,ROU,MYS
527,"('HU', 'TW')",HU,TW,0.901457746377039,0.9811939809347852,0.9413258636559121,HUN,TWN
1476,"('ZA', 'RS')",ZA,RS,0.8875370184359102,0.9949219309732555,0.9412294747045828,ZAF,SRB
68,"('AU', 'TW')",AU,TW,0.9059977044501455,0.9763992551893661,0.9411984798197558,AUS,TWN
545,"('ID', 'IS')",ID,IS,0.8872060590231189,0.994996999987941,0.9411015295055299,IDN,ISL
161,"('BZ', 'HU')",BZ,HU,0.9033761505451626,0.9787555444208272,0.9410658474829949,BLZ,HUN
158,"('BZ', 'FR')",BZ,FR,0.9098474096801593,0.9721877295478271,0.9410175696139932,BLZ,FRA
1121,"('RS', 'DZ')",RS,DZ,0.8872628495522478,0.99404957028913,0.9406562099206889,SRB,DZA
222,"('CL', 'DZ')",CL,DZ,0.9046765743627808,0.9761744151776507,0.9404254947702158,CHL,DZA
892,"('MY', 'BE')",MY,BE,0.8870712334330326,0.9934831525948934,0.9402771930139631,MYS,BEL
229,"('CL', 'LU')",CL,LU,0.9039779170443967,0.9762409529799533,0.940109435012175,CHL,LUX
189,"('BZ', 'TW')",BZ,TW,0.8826472304943893,0.9975620244353287,0.940104627464859,BLZ,TWN
1386,"('US', 'RS')",US,RS,0.8818123410629598,0.9982437304832018,0.9400280357730808,USA,SRB
154,"('BZ', 'DK')",BZ,DK,0.9071139237682946,0.9721881904971137,0.9396510571327041,BLZ,DNK
163,"('BZ', 'IL')",BZ,IL,0.9050617379396247,0.9731683966330775,0.9391150672863511,BLZ,ISR
1199,"('SE', 'TW')",SE,TW,0.9031484292359314,0.9743081613259393,0.9387282952809354,SWE,TWN
650,"('JP', 'RS')",JP,RS,0.877534304939037,0.999467263228615,0.938500784083826,JPN,SRB
146,"('BZ', 'AU')",BZ,AU,0.9030186195936561,0.9739608186754071,0.9384897191345316,BLZ,AUS
447,"('FR', 'TW')",FR,TW,0.9020326849238264,0.9746261660617861,0.9383294254928063,FRA,TWN
449,"('FR', 'ZA')",FR,ZA,0.8769503183653116,0.9996108797816179,0.9382805990734647,FRA,ZAF
820,"('LU', 'RS')",LU,RS,0.882098099082833,0.9941161080914316,0.9381071035871322,LUX,SRB
1010,"('NZ', 'TW')",NZ,TW,0.8994721561629786,0.9764506396894131,0.9379613979261958,NZL,TWN
1279,"('TW', 'IL')",TW,IL,0.9000800688419872,0.9756068331470354,0.9378434509945113,TWN,ISR
233,"('CL', 'PL')",CL,PL,0.9013102238614145,0.9741147547395232,0.9377124893004689,CHL,POL
60,"('AU', 'RS')",AU,RS,0.8784697791869094,0.9963054389331669,0.9373876090600382,AUS,SRB
1192,"('SE', 'RS')",SE,RS,0.8802247622213573,0.9942143450697402,0.9372195536455488,SWE,SRB
1257,"('SK', 'TW')",SK,TW,0.8973707540288265,0.9770532187610675,0.9372119863949471,SVK,TWN
1284,"('TW', 'NO')",TW,NO,0.8994514533886729,0.9738967213550452,0.9366740873718591,TWN,NOR
898,"('MY', 'GR')",MY,GR,0.8801193131497776,0.99291916801269,0.9365192405812338,MYS,GRC
950,"('NL', 'TW')",NL,TW,0.8959574418470823,0.9764046487047929,0.9361810452759376,NLD,TWN
549,"('ID', 'MY')",ID,MY,0.8742793275768794,0.9973055340140864,0.9357924307954829,IDN,MYS
166,"('BZ', 'JP')",BZ,JP,0.8944206539071625,0.9771226429708552,0.9357716484390088,BLZ,JPN
534,"('ID', 'CL')",ID,CL,0.8860499962946117,0.9850127322610917,0.9355313642778517,IDN,CHL
1275,"('TW', 'DK')",TW,DK,0.8964336782348754,0.9746266270110726,0.935530152622974,TWN,DNK
826,"('LU', 'TW')",LU,TW,0.8964344014347403,0.9742099243476307,0.9353221628911854,LUX,TWN
174,"('BZ', 'NL')",BZ,NL,0.8966439166454232,0.973966212190835,0.9353050644181291,BLZ,NLD
217,"('CL', 'CA')",CL,CA,0.893576305536827,0.9762743312691048,0.9349253184029659,CHL,CAN
420,"('FR', 'CL')",FR,CL,0.8914384726611436,0.9766571946941086,0.9340478336776261,FRA,CHL
155,"('BZ', 'DZ')",BZ,DZ,0.8962170440178926,0.9717049500313691,0.9339609970246309,BLZ,DZA
147,"('BZ', 'BE')",BZ,BE,0.8961230673164083,0.9713310318252166,0.9337270495708125,BLZ,BEL
148,"('BZ', 'BR')",BZ,BR,0.8753627119141132,0.9916325202237937,0.9334976160689534,BLZ,BRA
692,"('KE', 'RS')",KE,RS,0.8755794021422231,0.9908483107108441,0.9332138564265335,KEN,SRB
796,"('LT', 'TW')",LT,TW,0.8906298713969855,0.9756775503221632,0.9331537108595743,LTU,TWN
150,"('BZ', 'CL')",BZ,CL,0.8705510334654154,0.9955309958030051,0.9330410146342103,BLZ,CHL
1353,"('US', 'BZ')",US,BZ,0.8889477450773713,0.975899110225442,0.9324234276514066,USA,BLZ
172,"('BZ', 'MX')",BZ,MX,0.8812123041759348,0.9831919279845359,0.9322021160802354,BLZ,MEX
1464,"('ZA', 'GR')",ZA,GR,0.8655920867729754,0.998190197476803,0.9318911421248892,ZAF,GRC
312,"('CO', 'RS')",CO,RS,0.8658352198499314,0.9978308773897321,0.9318330486198317,COL,SRB
1114,"('RO', 'ZA')",RO,ZA,0.8804195408466692,0.9831157719399769,0.931767656393323,ROU,ZAF
1454,"('ZA', 'BE')",ZA,BE,0.8641306069634007,0.9987541820590075,0.931442394511204,ZAF,BEL
1272,"('TW', 'CA')",TW,CA,0.8884878079769363,0.9742433026367812,0.9313655553068587,TWN,CAN
1280,"('TW', 'IS')",TW,IS,0.8847340537739826,0.9779782426674225,0.9313561482207026,TWN,ISL
1131,"('RS', 'SC')",RS,SC,0.8636400135068396,0.9987938190525177,0.9312169162796786,SRB,SYC
176,"('BZ', 'NZ')",BZ,NZ,0.8874883089079254,0.9740122031754552,0.9307502560416903,BLZ,NZL
149,"('BZ', 'CA')",BZ,CA,0.8895387918688448,0.9718048661228232,0.930671828995834,BLZ,CAN
458,"('HK', 'CN')",HK,CN,0.9025856762922875,0.9585315510015953,0.9305586136469414,HKG,CHN
1423,"('VN', 'FI')",VN,FI,0.8754188275528683,0.9838340673746111,0.9296264474637397,VNM,FIN
1269,"('TW', 'AT')",TW,AT,0.882966567656488,0.9762837462650474,0.9296251569607676,TWN,AUT
1285,"('TW', 'PL')",TW,PL,0.8859967229327579,0.9720837261072007,0.9290402245199794,TWN,POL
1040,"('PE', 'RS')",PE,RS,0.8596567566870155,0.9982929026168628,0.9289748296519391,PER,SRB
169,"('BZ', 'LT')",BZ,LT,0.8846018961639386,0.9732391138082053,0.9289205049860719,BLZ,LTU
1270,"('TW', 'BE')",TW,BE,0.8840691701037102,0.9737694683391745,0.9289193192214424,TWN,BEL
1394,"('US', 'TW')",US,TW,0.8787903679390943,0.978337546739401,0.9285639573392477,USA,TWN
320,"('CO', 'TW')",CO,TW,0.8746832087654964,0.9822638607650402,0.9284735347652684,COL,TWN
894,"('MY', 'CR')",MY,CR,0.8619825523016278,0.9948478400447068,0.9284151961731673,MYS,CRI
1440,"('VN', 'PT')",VN,PT,0.873264023250346,0.9834134171322235,0.9283387201912847,VNM,PRT
215,"('CL', 'BE')",CL,BE,0.8797246996525363,0.9758004969714971,0.9277625983120167,CHL,BEL
440,"('FR', 'RS')",FR,RS,0.860481181241857,0.9945323498055869,0.9275067655237219,FRA,SRB
167,"('BZ', 'KE')",BZ,KE,0.8676552038063617,0.9868079909299693,0.9272315973681655,BLZ,KEN
1451,"('VN', 'ZA')",VN,ZA,0.8717092602395503,0.9826087128462404,0.9271589865428953,VNM,ZAF
165,"('BZ', 'IS')",BZ,IS,0.8762702235698098,0.9755398061534645,0.9259050148616371,BLZ,ISL
178,"('BZ', 'PL')",BZ,PL,0.8808777723268336,0.9696452895932417,0.9252615309600376,BLZ,POL
1276,"('TW', 'DZ')",TW,DZ,0.876217260089855,0.9741433865453282,0.9251803233175916,TWN,DZA
1286,"('TW', 'PT')",TW,PT,0.8735761835618273,0.9758204515154378,0.9246983175386325,TWN,PRT
1048,"('PE', 'TW')",PE,TW,0.8668175319959909,0.9818018355379086,0.9243096837669498,PER,TWN
